排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1188,4971,IET-KY,843,2025,10.8,+50.5,3.85,+239,0.65,+150,35.7,+19.8,6.05,+24.4,1.65,+5.23,3.46,+11.2,3.13,+9.76,52
1189,4438,廣越,58,2025,194,+17.9,25.7,+22.5,3.2,-20.3,13.2,+0.49,1.83,-1.08,3.04,-0.85,3.45,-1.32,2.03,-0.88,38
1190,5471,松翰,40.6,2025,26.8,-2.51,11.1,-3.1,1.21,-32.7,41.4,-0.25,4.5,-2.02,0.72,-0.35,3.43,-1.63,3,-1.39,60
1191,1563,巧新,41.75,2025,69.8,-6.64,14.8,-25.9,3.18,-57.9,21.3,-5.54,4.56,-5.55,1.42,-1.88,3.42,-5.19,1.78,-2.55,43
1192,6835,圓裕,39.9,2025,23.8,-2.38,5.15,-19.4,0.64,-76.2,21.6,-4.56,2.68,-8.34,0.97,-3.09,3.4,-11.9,1.58,-6.27,45
1193,4109,加捷生醫,12.5,2025,4.85,-9.62,1.5,-13.3,0.5,-76.2,31,-1.31,10.7,-29.5,0.43,-1.73,3.39,-14.4,3.09,-11.8,62
1194,6684,安格,46.5,2025,3.17,-15.4,1.58,+9.35,0.7,+137,49.8,+11.3,17.3,+74.1,1.57,+5.81,3.39,+16,3.1,+14.4,64
1195,3467,台灣精材,59.7,2025,6.14,-0.57,1.2,+5.55,0.18,-38.5,19.5,+1.13,2.89,-1.78,0.58,-0.44,3.39,-3.05,2.27,-1.77,45
1196,2705,六福,17.7,2025,22.9,-1.47,7.49,-6.5,1.67,+87.5,32.7,-1.76,7.27,+3.45,0.87,+0.41,3.37,+1.54,1.07,+0.5,43
1197,6423,億而得,107.5,2025,2.3,+2.34,2.26,+1.13,0.17,-38.3,98.3,-1.18,7.45,-4.91,0.58,-0.4,3.35,-3.07,2.71,-2.81,56
1198,6715,嘉基,468.5,2025,16.8,-25.1,6.24,-27.5,1.19,-65.3,37.1,-1.25,7.17,-6.07,1.8,-3.46,3.34,-5.53,2.6,-4.41,57
1199,1597,直得,115.5,2025,11.4,+9.81,4.67,+9.99,0.79,-15.3,41,+0.07,6.98,-2.07,0.91,-0.17,3.31,-0.65,1.92,-0.39,55
1200,3164,景岳,18.05,2025,4.01,+4.11,2.52,+5.65,0.57,-0.09,62.7,+0.91,12,-0.43,0.66,0,3.28,+0.02,2.84,0,64
1201,5426,振發,18.9,2025,17.6,+17,3.37,+23.6,0.74,-47.7,19.2,+1.03,4.2,-5.28,0.52,-0.47,3.26,-3.3,2.37,-2.62,51
1202,6154,順發,13.25,2025,39.3,+5.93,6.48,+4.64,0.41,+2.46,16.5,-0.2,1.05,-0.04,0.51,+0.01,3.26,+0.11,2.07,+0.07,45
1203,3266,昇陽,14.15,2025,14.3,-69.4,4.61,-68.6,2.03,-70.1,32.2,+0.75,14.6,-0.1,0.58,-1.35,3.25,-7.75,1.62,-3.73,45
1204,5398,慕康生醫,20.5,2025,2.3,-3.62,0.85,+0.91,0.17,+98.3,37.1,+1.66,7.55,+3.88,0.35,+0.17,3.22,+1.56,2.77,+1.32,51
1205,8941,關中,44.55,2025,29.8,-5.35,8.69,-4.63,0.41,-77.1,29.1,+0.22,1.04,-4.32,1.16,-3.9,3.21,-13.5,1.66,-6.62,45
1206,6118,建達,16.9,2025,100,+10.6,5.04,+14.9,0.36,+2.57,5.02,+0.19,0.36,-0.03,0.4,+0.01,3.21,-0.03,1.05,-0.11,28
1207,2706,第一店,12.6,2025,3.77,+5.91,2.95,+7.72,3.26,+17.2,78.2,+1.32,86.4,+8.34,0.65,+0.09,3.21,+0.44,2.78,+0.38,68
1208,6126,信音,32.3,2025,39,+7.41,9.24,+10.8,0.9,-26.5,23.7,+0.72,5.15,-1.39,0.71,-0.27,3.19,-0.74,2.02,-0.61,49
1209,6216,居易,25.4,2025,7.57,-35.7,3.41,-38.8,0.58,-78.8,45,-2.22,7.61,-15.4,0.6,-2.28,3.17,-12,2.9,-10.7,64
1210,4585,達明,312,2025,18.2,+23,9.29,+22,1.36,+45.4,51,-0.41,7.48,+1.15,1.46,+0.42,3.16,-2.29,2.67,-1.39,55
1211,2901,欣欣,23.55,2025,1.31,-2.15,1.11,-2.88,0.28,-7.17,85.2,-0.64,21.2,-1.15,0.38,-0.03,3.14,-0.25,2.66,-0.3,68
1212,4747,強生,52.4,2025,5.7,-6.81,2.28,-7.91,0.54,-36.4,40.1,-0.48,9.39,-4.37,1.19,-0.68,3.14,-1.85,2.64,-1.61,64
1213,4905,台聯電,85.5,2025,7.27,+22.6,1.87,+34.7,0.81,-5.15,25.8,+2.33,13,-3.8,2.76,-0.15,3.1,-0.3,2.16,-0.36,51
1214,6877,鏵友益,165,2025,4.81,0,2.18,-5.02,0.27,-42,45.4,-2.4,5.72,-4.13,0.59,-0.66,3.08,-3.51,2.1,-1.9,60
1215,7743,金利食安,20,2025,6.82,+6.19,1.94,-9.08,0.2,-67,28.5,-4.78,2.97,-6.63,0.57,-1.28,3.08,-8.18,2.01,-4.54,52
1216,4164,承業醫,32.45,2025,44,+22.2,11.5,+51.3,1.86,+10.6,26.1,+5.04,5.13,+0.06,1,-0.01,3.07,+0.35,1.51,+0.2,45
1217,6834,天二科技,38,2025,14.3,+12.9,2.56,+14,0.44,-21.8,17.9,+0.18,3.1,-1.37,0.5,-0.14,3.06,-0.88,2.03,-0.68,47
1218,4432,銘旺實,15.1,2025,10.9,-3.15,2.46,-13.6,0.45,-66.6,22.6,-2.74,4.09,-7.79,0.88,-1.76,3.06,-6.48,2.56,-5.64,55
1219,3669,圓展,39.4,2025,25.3,-3.05,14.8,-5.56,1.05,-44.5,58.4,-1.55,4.16,-3.1,1.13,-0.91,3.04,-2.5,2.28,-1.91,60
1220,2524,京城,39.7,2025,36.8,-60.4,16.8,-59.8,6.29,-77.8,45.7,+0.69,17.1,-13.4,1.71,-5.96,3.02,-11.8,1.55,-5.7,51
1221,8111,立碁,77.6,2025,8.52,+5.25,2.55,+5.82,0.41,-58.5,30,+0.16,4.82,-7.32,0.38,-0.53,2.99,-4.07,1.88,-2.71,55
1222,2701,萬企,10.85,2025,2.54,-12.4,2,-0.31,2.51,+9.47,78.9,+9.57,99,+19.8,0.56,+0.05,2.99,+0.25,2.59,+0.21,66
1223,3297,杭特,36,2025,2.02,+20.6,0.7,+33.8,0.17,+459,35,+3.46,8.47,+11.3,0.47,+0.6,2.98,+3.82,2.3,+2.9,55
1224,1259,安心,58.8,2025,60.6,+0.27,13.7,+0.27,0.79,+19.7,22.5,0,1.36,+0.42,2.45,+0.4,2.98,+0.67,1.24,+0.32,40
1225,2344,華邦電,85.7,2025,894,+9.55,312,+30,39.6,+559,34.9,+5.48,3.55,+2.68,0.88,+0.74,2.98,+2.27,1.72,+1.33,45
1226,6505,台塑化,54,2025,"6,262",-5.67,221,+114,98.8,+65.4,3.52,+1.97,1.58,+0.7,1.04,+0.41,2.98,+1.17,2.51,+1.03,49
1227,3083,網龍,26.85,2025,3.96,-7.4,3.32,-5.63,0.37,-46.8,83.8,+1.57,9.99,-7.45,0.43,-0.38,2.97,-2.52,2.75,-2.36,52
1228,1570,力肯,35,2025,4.93,-32.4,1.23,-39,0.3,-73.8,24.9,-2.68,6.14,-9.7,0.59,-1.66,2.97,-9.06,2.61,-7.82,57
1229,3306,鼎天,47.85,2025,10.8,+10.5,2.73,-17,0.99,-33.5,25.3,-8.37,9.11,-6.02,1.95,-0.98,2.94,-1.84,2.66,-1.66,45
1230,8045,達運光電,78.4,2025,12,-31.1,4.66,-20.7,0.61,-69.8,38.9,+5.1,5.03,-6.65,0.64,-1.81,2.9,-8.35,2.24,-5.27,49
1231,1336,台翰,14.2,2025,25,-2.66,3.83,-14.4,0.55,-66.2,15.4,-2.1,2.21,-4.15,0.71,-1.39,2.89,-5.87,1.77,-3.92,47
1232,2867,三商壽,7.88,2025,979,-28.4,57,+14,11.8,-45.8,5.82,+2.17,1.2,-0.39,0.2,-0.22,2.88,-2.47,0.07,-0.07,27
1233,2354,鴻準,51.6,2025,"1,561",+106,58.4,+21.2,32.8,-8.6,3.74,-2.61,2,-2.49,2.32,-0.21,2.87,-0.28,1.92,-0.34,43
1234,8403,盛弘,22.3,2025,43.6,+0.74,7.09,-0.75,1.42,-29.2,16.3,-0.25,2.57,-0.26,1.03,-0.5,2.86,-0.22,1.63,-0.05,43
1235,1702,南僑,36.2,2025,232,-2.41,57.4,-17,2.77,-72.6,24.8,-4.37,1.87,-3.19,1.12,-2.95,2.85,-5.93,1.31,-2.5,49
1236,1512,瑞利,7.3,2025,11.5,+8.09,3.69,+46.8,0.19,+128,32.1,+8.46,1.62,+7.89,0.19,+0.87,2.84,+15.9,0.68,+3.45,36
1237,1103,嘉泥,13.85,2025,30.2,+1,4.87,+12.1,5.56,+74.1,16.2,+1.59,18.8,+7.5,0.84,+0.36,2.81,+1.28,1.67,+0.73,40
1238,2103,台橡,18.5,2025,365,-1.98,35.8,-13.1,4.48,-48,9.8,-1.26,1.67,-1.15,0.54,-0.5,2.81,-2.11,1.41,-1.17,40
1239,2732,六角,67.8,2025,43,+7.13,22.2,+8.07,0.5,-77,51.6,+0.45,1.49,-3.91,1.09,-3.7,2.81,-6.7,1.14,-3.13,49
1240,2515,中工,13.7,2025,207,-13.1,15.8,+1.8,6.36,-11.3,7.64,+1.12,3.1,+0.06,0.4,-0.07,2.8,-0.32,0.97,-0.23,28
1241,8042,金山電,64.7,2025,37.7,+9.79,7.54,+11.8,1.15,+49.1,20,+0.36,3.04,+0.76,0.89,+0.29,2.8,+0.86,1.28,+0.36,45
1242,4561,健椿,35.3,2025,9.27,-22.5,1.98,-46.2,0.38,-80,21.3,-9.38,4.14,-11.9,0.66,-2.62,2.79,-11.7,1.69,-6.4,50
1243,4433,興采,20.55,2025,36.1,+12.1,7.64,+13.9,0.64,+46.6,21.2,+0.34,1.61,+0.43,1.06,+0.34,2.78,+0.97,0.83,+0.25,43
1244,5704,老爺知,21.55,2025,3.28,-6.81,1.31,-6.54,0.15,-4.54,40.1,+0.11,4.63,+0.11,0.39,-0.02,2.77,-0.07,2.1,-0.07,62
1245,3673,TPK-KY,71.2,2025,628,-8.77,39.5,+36.2,11,+133,6.29,+2.07,1.76,+1.06,2.71,+1.55,2.77,+1.52,1.27,+0.73,43
1246,2484,希華,46.6,2025,24.1,+10.1,4.22,-1.64,1.04,-34.5,17.5,-2.08,4.3,-2.9,0.65,-0.34,2.77,-1.27,2.27,-0.97,47
1247,3564,其陽,41.95,2025,25,+9.25,5.72,-3.12,0.38,-27.5,22.9,-2.93,1.54,-0.78,0.65,-0.24,2.75,-1.23,1.43,-0.64,43
1248,2066,世德,45.6,2025,24.9,-9.64,7.45,-18.2,0.59,-77.6,29.9,-3.15,2.38,-7.22,1.34,-4.82,2.73,-10.1,1.54,-5.65,47
1249,4566,時碩工業,69,2025,49.8,+3.73,11,+5.87,1.49,-39.9,22.1,+0.45,2.76,-1.35,1.36,-1.12,2.72,-1.66,1.32,-0.8,45
1250,2362,藍天,38.6,2025,204,-23.3,45.7,-13.4,11.9,-32.6,22.4,+2.55,5.84,-0.81,2.05,-0.97,2.71,-1.41,1.19,-0.63,36
1251,6844,諾貝兒,62.9,2025,34.5,+1.36,11.7,+3.19,0.88,-21.3,34,+0.6,2.55,-0.73,2.35,-0.65,2.71,-0.86,1.79,-0.58,53
1252,6270,倍微,26.4,2025,27.7,+4.86,2.36,+3.33,0.78,+65,8.51,-0.13,2.8,+1.02,1.08,+0.43,2.7,+1.07,1.99,+0.84,45
1253,2033,佳大,16.65,2025,7.03,+21.7,1,+29,0.28,+80,14.2,+0.81,4.03,+1.31,0.35,+0.16,2.7,+1.18,2.33,+1.04,47
1254,2235,謚源,32.25,2025,5.56,-6.01,1.02,-26.5,0.34,-64.3,18.4,-5.12,6.16,-10,0.95,-1.72,2.7,-4.66,2.33,-3.58,47
1255,3105,穩懋,592,2025,166,-4.69,40.3,-0.39,16.9,+121,24.2,+1.04,6.55,+4.6,4,+2.19,2.69,+1.77,1.74,+1.23,49
1256,6658,聯策,81,2025,20.8,+30.5,4.69,+28.6,0.5,+38,22.5,-0.35,1.73,-1.44,1.38,+0.29,2.68,-1.49,1.2,-0.82,45
1257,3540,曜越,27.05,2025,51.4,+29.1,16.2,+35.9,0.54,+155,31.4,+1.57,0.91,+4.21,0.74,+2.09,2.66,+9.99,0.85,+3.53,38
1258,1201,味全,13.15,2025,218,-6.95,59.3,-7.66,2.03,-54.1,27.2,-0.21,0.93,-0.96,0.4,-0.47,2.65,-3.26,1.16,-1.33,43
1259,3015,全漢,51,2025,131,+12.6,22.7,+12.2,3.48,-14,17.4,-0.06,2.92,-0.86,1.86,-0.3,2.64,-0.23,1.85,-0.21,45
1260,2413,環科,49.75,2025,33.4,+3.52,5.08,+29.4,0.52,+195,15.2,+3.04,1.57,+3.3,0.41,+0.85,2.64,+5.46,1.24,+2.46,40
1261,1904,正隆,18.35,2025,430,-4.85,77.3,+4.92,8.23,+36,18,+1.67,1.86,+0.41,0.74,+0.19,2.64,+0.46,1.11,+0.19,40
1262,2538,基泰,10,2025,2.99,-69.6,2.49,-24.4,1.54,-39.1,83.5,+50,51.4,+25.8,0.35,-0.22,2.64,-1.59,0.85,-0.48,51
1263,1410,南染,31.6,2025,1.89,-20.2,0.56,-30.9,0.36,+1.5,29.5,-4.6,15.5,-0.02,0.58,+0.01,2.64,-0.64,2.22,-0.54,60
1264,1217,愛之味,10.4,2025,50.4,-1.57,13.9,-4.15,2.09,-27.3,27.6,-0.74,4.36,-1.57,0.42,-0.16,2.59,-1.22,1.44,-0.66,40
1265,2483,百容,23.45,2025,17.6,-2.48,1.62,-30,0.65,+70.3,9.17,-3.61,3.72,+1.53,0.6,+0.25,2.56,+1.01,1.58,+0.63,38
1266,5452,佶優,35.9,2025,48.5,-13.9,6.01,-1.58,0.49,-18,12.4,+1.56,1.26,-0.03,0.33,-0.07,2.55,-0.59,1.49,-0.32,40
1267,3003,健和興,55.3,2025,44,-3.28,9.74,-25.4,1.54,-74.6,22.2,-6.58,3.86,-9.63,0.99,-2.89,2.55,-6.86,2.03,-5.3,51
1268,8905,裕國,40.05,2025,21,+2.49,2.05,-35.5,0.7,-55.1,9.76,-5.76,3.34,-4.28,0.61,-0.74,2.55,-3.02,2,-2.48,43
1269,3024,憶聲,12,2025,17.1,-31.4,4.19,-28.3,0.76,-58.5,24.5,+1.05,4.45,-2.91,0.28,-0.38,2.53,-3.75,1.62,-2.13,45
1270,7721,微程式,81.6,2025,5.08,-36.1,3.46,-22.5,0.29,-80.8,68.2,+12,5.72,-13.4,0.55,-2.78,2.51,-16.1,1.99,-12.4,60
1271,2012,春雨,15.8,2025,83.1,-9.36,11.4,-13.4,0.55,-80.7,13.8,-0.64,1.46,-2.91,0.2,-0.83,2.5,-5.35,1.03,-2.27,34
1272,6908,宏碁遊戲-創,40.5,2025,55.2,+28.4,6.39,+34.5,0.51,+6.29,11.6,+0.53,0.86,-0.3,1.44,+0.08,2.5,-0.4,1.24,-0.38,43
1273,3548,兆利,115.5,2025,94.1,-1.8,11.2,-29.1,1.51,-73.9,12,-4.61,1.6,-4.42,2.23,-6.5,2.5,-7.85,1.3,-4.02,47
1274,6136,富爾特,24.5,2025,6.39,+29.8,1.64,+57.5,1.03,-0.13,25.7,+4.51,13.2,-7.92,0.89,-0.01,2.49,-0.33,2.3,-0.43,51
1275,3532,台勝科,186,2025,123,-0.7,18.2,-31.7,6.14,-52.7,14.7,-6.69,4.98,-5.48,1.58,-1.77,2.48,-2.69,1.17,-1.36,40
1276,1907,永豐餘,24.9,2025,736,-6.08,95.4,-8.48,19.7,+21,13,-0.34,2.94,+0.06,1.19,+0.21,2.48,-0.4,1.3,-0.18,43
1277,2029,盛餘,20.6,2025,133,-3.07,13.7,+4,2.39,-58.9,10.3,+0.7,1.9,-2.41,0.74,-1.07,2.47,-3.34,2.21,-3.05,57
1278,8409,商之器,20.5,2025,2.53,-9.91,1.74,-1.97,0.08,+264,68.9,+5.59,3.08,+2.32,0.24,+0.17,2.47,+1.78,1.57,+1.16,55
1279,6199,天品,105.5,2025,2.64,+178,1.2,+61.9,0.19,-49.2,45.6,-32.9,7.85,-26.4,0.31,-0.29,2.42,-1.7,2.01,-1.48,55
1280,8440,綠電,22.3,2025,9.13,-6.1,0.78,+11,0.15,-34.1,8.59,+1.32,1.69,-0.72,0.31,-0.23,2.42,-1.33,1.96,-1.07,53
1281,3006,晶豪科,150.5,2025,146,+8.08,24.9,+52.3,2.45,-51.5,17.1,+4.95,1.68,-2.07,0.87,-0.93,2.39,-2.6,1.42,-1.4,43
1282,1110,東泥,15.5,2025,28.5,-0.74,4.28,-18.1,2.06,-41,15,-3.18,8.02,-5.11,0.36,-0.25,2.38,-1.68,1.77,-1.3,43
1283,9921,巨大,69.2,2025,603,-15.5,119,-11.8,7.23,-42.8,19.8,+0.82,1.44,-0.64,1.84,-1.38,2.35,-1.7,1.16,-0.64,45
1284,4739,康普,92.5,2025,61.9,+51.2,8.49,+56.6,1.84,+9.04,13.7,+0.48,2.49,-3.01,1.56,+0.12,2.32,-1.17,1.37,-0.91,45
1285,3002,歐格,19.15,2025,6.9,+16.8,1.26,+0.13,0.36,+592,18.3,-3.04,4.78,+4.04,0.36,+0.31,2.27,+1.96,1.7,+1.47,49
1286,2365,昆盈,35.15,2025,9.59,-1.99,3.93,-0.32,0.71,-50.2,41,+0.68,7.32,-7.27,0.32,-0.32,2.26,-2.39,1.96,-2.02,62
1287,5227,立凱-KY,22.35,2025,4.01,-32.2,-0.28,-145,0.12,+105,-7.08,-17.8,2.96,+42.7,0.17,+3.63,2.25,+39.1,1.27,+21.2,38
1288,3597,映興,24.65,2025,8.6,+16.6,2.03,+10.9,0.13,-74.1,23.6,-1.21,1.55,-5.43,0.34,-0.98,2.25,-6.72,1,-3.92,45
1289,5603,陸海,16.65,2025,13.6,-25.4,1.66,-38.8,0.42,-67.9,12.2,-2.68,3.27,-3.87,0.4,-0.84,2.23,-4.41,1.62,-3.03,45
1290,3594,磐儀,51.7,2025,20.3,+29.3,8.09,+63.4,0.47,-63.7,39.9,+8.34,2.86,-6.84,0.49,-0.87,2.22,-4.16,1.21,-2.49,40
1291,3438,類比科,46.3,2025,10.1,+4.92,3.42,-6.87,0.47,-33.9,33.8,-4.29,4.66,-2.74,1,-0.51,2.21,-1.35,1.91,-1.19,57
1292,8374,羅昇,82,2025,44.4,+23.9,11.1,+25.4,-0.62,-192,25,+0.29,1.44,-2.64,-0.55,-1.15,2.21,-3.67,1.19,-2.3,47
1293,2352,佳世達,25.65,2025,"2,079",+3.09,350,+5.54,11.4,-47.2,16.8,+0.39,0.67,-0.73,0.64,-0.47,2.2,-2.12,0.68,-0.75,38
1294,1434,福懋,16.6,2025,275,-4.08,30.8,+0.29,8.65,-41.9,11.2,+0.49,3.14,-2.05,0.51,-0.38,2.18,-1.08,1.58,-0.82,43
1295,3236,千如,33.9,2025,20.7,+10.9,5.23,+27.6,0.34,+659,25.3,+3.31,1.63,+1.39,0.32,+0.28,2.15,+1.86,1.08,+0.94,49
1296,6538,倉和,70.4,2025,14.5,-34.5,4.8,-49.7,0.43,-87.5,33.2,-10,2.96,-12.6,1.15,-8.08,2.15,-14.9,1.42,-9.9,55
1297,2466,冠西電,64.4,2025,9.49,-14.3,0.05,-96.6,0.42,+247,0.5,-12,4.47,+7.09,0.25,+0.42,2.13,+3.63,0.99,+1.65,34
1298,1473,台南,23.3,2025,66.8,-10.3,10.5,-23.3,0.83,-81.1,15.7,-2.66,1.25,-4.68,0.57,-2.45,2.1,-9.15,1.49,-6.31,45
1299,2227,裕日車,55.8,2025,151,-34.6,14.3,-46.1,3.9,-76.7,9.47,-2.02,2.58,-4.64,1.3,-4.27,2.09,-6.94,1.66,-5.49,41
1300,4935,茂林-KY,39,2025,53.5,-23,7.96,-26.7,1.72,-67.4,14.9,-0.75,3.22,-4.4,1.34,-2.76,2.08,-4.28,1.67,-3.45,53
1301,1806,冠軍,8.28,2025,32.6,-4.94,7.44,-16.3,1.12,-5.97,22.8,-3.11,3.44,-0.04,0.29,-0.02,2.07,-0.1,1.36,-0.1,53
1302,6236,中湛,18,2025,0.36,-20.7,0.3,-10.5,0.03,+119,83.4,+9.46,8.74,+45.8,0.08,+0.49,2.04,+12.3,1.86,+11.2,66
1303,6020,大展證,19.2,2025,2.6,-32.9,2.2,-36.7,0.99,-45.8,84.6,-5.11,38,-9.02,0.39,-0.33,2.03,-1.83,1.28,-1.18,61
1304,8150,南茂,67.4,2025,239,+5.45,25.9,-11.9,4.95,-65.1,10.8,-2.14,2.07,-4.19,0.7,-1.25,2.02,-3.67,1.09,-2.01,47
1305,3094,聯傑,25.55,2025,1.88,+13.2,1.42,+27.8,0.2,+41.7,75.7,+8.62,10.8,+2.18,0.25,+0.08,2,+0.6,1.81,+0.55,66
1306,4538,大詠城,18.85,2025,3.8,+20.4,0.6,+4.8,0.17,+55.3,15.8,-2.36,4.56,+1.03,0.29,+0.1,1.99,+0.71,1.84,+0.68,53
1307,4119,旭富,48.4,2025,13.4,-11.8,3.51,-14.5,1.07,-79.9,26.1,-0.83,7.99,-27.1,0.9,-3.57,1.98,-8.13,1.52,-6.17,49
1308,5601,台聯櫃,36.2,2025,0.94,+1.81,0.56,+1.34,0.27,+6.98,59.9,-0.28,29,+1.4,0.42,+0.03,1.96,+0.12,1.45,+0.09,61
1309,4306,炎洲,13.65,2025,133,-16.5,20.3,-22.7,1.72,-78.9,15.3,-1.23,2.01,-3.59,0.26,-1.01,1.95,-4.76,0.74,-1.94,32
1310,2030,彰源,16.5,2025,101,-18.1,9.49,-21.4,0.97,-58.9,9.35,-0.38,0.96,-0.95,0.35,-0.49,1.95,-2.82,0.82,-1.14,32
1311,5516,雙喜,12.15,2025,21.8,+8.41,1.11,+245,0.08,+105,5.09,+8.89,0.39,+9.66,0.16,+3.77,1.94,+37,0.24,+5.28,34
1312,2511,太子,8.1,2025,93.5,+10.3,25.9,+20.7,5.35,+71,27.7,+2.39,5.33,+1.97,0.33,+0.14,1.92,+0.82,1.06,+0.45,49
1313,3232,昱捷,22.5,2025,8.93,-42.4,1.56,+10.2,0.13,-9.31,17.5,+8.38,1.49,+0.55,0.29,-0.03,1.91,-0.19,1.17,-0.01,45
1314,1587,吉茂,34.45,2025,26.5,+23.1,5.05,+11.8,0.3,+188,19.1,-1.92,1.13,+2.7,0.37,+0.84,1.91,+4.22,0.84,+1.84,32
1315,4930,燦星網,19.25,2025,59.7,-24.9,8.64,-31.4,0.48,-77.6,14.5,-1.38,2.06,-3.34,0.6,-2.07,1.91,-4.84,1.03,-2.51,49
1316,1474,弘裕,10.3,2025,29.2,-7.94,3.3,+14.3,0.44,-59,11.3,+2.21,1.42,-1.98,0.34,-0.48,1.91,-3.21,1.09,-1.72,43
1317,2028,威致,19.05,2025,85.1,-16.5,3.34,-40,0.89,-71.7,3.93,-1.53,1.05,-2.05,0.28,-0.7,1.9,-5.03,0.98,-2.43,32
1318,5244,弘凱,50.8,2025,8.44,-1.9,3.38,-15.5,0.34,-79.3,40.1,-6.42,4.08,-15.3,0.51,-1.95,1.9,-7.64,1.31,-6.08,57
1319,6708,天擎,38.5,2025,2.81,+42.3,1.5,+46.2,0.07,+180,53.2,+1.39,2.58,+7.17,0.25,+0.56,1.89,+4.14,1.7,+3.74,60
1320,6756,威鋒電子,79,2025,15.5,-8.83,7.52,-11.7,0.78,-50.6,48.5,-1.55,3.53,-5.42,1.11,-1.15,1.88,-3.4,1.43,-2.69,53
1321,1468,昶和,12.3,2025,8.27,-23.3,1.06,-39.7,0.34,-77.7,12.8,-3.5,3.35,-12.3,0.21,-0.73,1.88,-10.5,0.9,-5.02,38
1322,1584,精剛,21.8,2025,25.9,-9.94,3.08,-41,1.02,-67.1,11.9,-6.25,3.54,-7.14,0.44,-1.13,1.86,-5.09,1.16,-3.49,45
1323,1805,寶徠,10.85,2025,2.85,-54.4,0.83,-71.6,0.26,-91.3,29.3,-17.6,9.16,-39,0.2,-2.76,1.86,-28.9,1.28,-15.4,49
1324,4706,大恭,31.75,2025,11.1,-7.34,1.72,-19.1,0.28,-64.1,15.5,-2.26,2.52,-3.99,0.35,-0.64,1.84,-3.4,1.66,-3.08,49
1325,6624,萬年清,55.9,2025,5.75,-10.2,1.17,+26.8,0.07,-48.3,20.4,+5.95,1.5,-0.76,0.36,-0.35,1.82,-1.9,0.91,-0.6,41
1326,2430,燦坤,21.6,2025,177,-6.89,26.6,-6.98,0.81,-56.9,15,-0.01,0.46,-0.53,0.7,-0.91,1.82,-2.34,0.61,-0.74,38
1327,6182,合晶,39.35,2025,98.2,+12.6,23.9,+13.2,0.52,+1187,24.3,+0.13,4.74,+1.37,0.09,+0.08,1.82,+0.48,1.27,+0.3,51
1328,4169,泰宗,169.5,2025,6.85,+2.84,3.17,-3.15,0.19,-8.76,46.2,-2.86,2.8,-0.36,0.32,-0.04,1.81,-0.17,1.61,-0.07,60
1329,3376,新日興,204,2025,107,-19.5,15,-39.2,3.18,-76.6,14,-4.52,2.97,-7.23,1.63,-5.52,1.81,-6.3,1.4,-4.67,47
1330,6762,達亞,170.5,2025,6.94,+19.6,1.93,+37.4,0.23,-59,27.7,+3.61,3.38,-6.48,0.67,-1.2,1.8,-2.73,0.78,-1.06,45
1331,1463,強盛新,17.95,2025,7.96,+23.8,0.87,-21.2,0.23,-95.8,11,-6.26,6.23,-80,0.13,-3.15,1.77,-19.4,1.48,-15.5,51
1332,2022,聚亨,8.68,2025,93.4,+16.7,9.35,+41,-0.06,+96.3,10,+1.73,1.28,+7.46,-0.02,+0.47,1.76,+9.04,1.22,+6.67,38
1333,6432,今展科,44.75,2025,11.2,+10.3,2.5,-5.72,0.15,-70.6,22.2,-3.77,1.38,-3.79,0.48,-1.2,1.76,-4.6,1.14,-2.83,47
1334,4543,萬在,38.5,2025,8.03,+1.33,1.75,-26.3,0.32,-74.4,21.9,-8.21,3.94,-11.7,0.53,-1.56,1.75,-5.25,1.22,-3.6,53
1335,6485,點序,79.3,2025,14.7,+16.8,7.32,+27.8,0.32,+152,49.7,+4.24,2.19,+7.06,0.71,+2.07,1.74,+5.01,1.48,+4.25,64
1336,3588,通嘉,59.9,2025,13.5,-7.24,4.58,-17,0.31,-72.7,34,-4.01,2.27,-5.43,0.5,-1.39,1.74,-4.83,1.51,-4.16,53
1337,1722,台肥,45.25,2025,121,+1.81,15.8,-11.3,9.32,-52.6,13.1,-1.93,7.71,-8.84,0.95,-1.06,1.7,-1.86,1.15,-1.27,40
1338,3021,鴻名,16.25,2025,33.4,-3.87,5.19,-10.7,0.31,-43.7,15.6,-1.18,0.83,-0.76,0.33,-0.25,1.66,-1.79,0.86,-0.95,39
1339,1220,台榮,12.55,2025,33.3,-4.37,3.5,-37.3,0.14,-93.5,10.5,-5.51,1.3,-5.48,0.08,-1.1,1.65,-7.41,1.23,-5.83,43
1340,5533,皇鼎,14.55,2025,11.6,-47.9,3.49,-50.1,1.58,-62.5,30,-1.32,13.6,-5.31,0.56,-0.92,1.64,-2.74,1.34,-2.22,53
1341,5512,力麒,7.78,2025,70,+17.6,14.9,+43.6,1.18,-7.75,21.3,+3.86,4.29,+3.15,0.16,-0.01,1.63,+1.25,0.7,+0.53,36
1342,4729,熒茂,20.35,2025,10.7,+8.46,2.13,+15.2,0.13,-58.7,19.8,+1.16,2.03,-1.84,0.16,-0.24,1.62,-1.2,0.68,-0.51,40
